gioitinh,xeploai_tt,hocky,namhoc,drltl,sotchk,dtbhk_truoc,xeploai,khuvuc_encoded,namnhaphoc,chuyennganh2_encoded,hedt_encoded,khoa_encoded
0,4,2,2019,5,21,8.84,4,3,2019,9.0,2,1
0,4,1,2020,5,15,9.0,4,3,2019,9.0,2,1
0,4,2,2020,5,19,9.11,3,3,2019,9.0,2,1
0,4,1,2021,5,20,8.75,3,3,2019,9.0,2,1
0,4,2,2021,5,20,8.54,3,3,2019,9.0,2,1
0,4,1,2022,5,9,8.74,3,3,2019,9.0,2,1
1,1,2,2018,5,20,8.85,3,4,2018,4.0,0,0
1,1,1,2019,5,15,8.64,3,4,2018,4.0,0,0
1,1,2,2019,5,20,8.41,3,4,2018,4.0,0,0
1,1,1,2020,5,20,8.05,2,4,2018,4.0,0,0
1,1,2,2020,5,19,7.46,2,4,2018,4.0,0,0
1,1,1,2021,4,15,7.28,3,4,2018,4.0,0,0
1,1,2,2021,4,10,8.55,2,4,2018,4.0,0,0
1,2,2,2018,5,25,8.31,3,6,2018,2.0,2,2
1,2,1,2019,5,23,8.14,2,6,2018,2.0,2,2
1,2,2,2019,3,22,7.01,2,6,2018,2.0,2,2
1,2,1,2020,4,22,7.87,3,6,2018,2.0,2,2
1,2,2,2020,5,15,8.04,3,6,2018,2.0,2,2
1,2,1,2021,5,12,8.89,3,6,2018,2.0,2,2
1,2,2,2019,5,23,7.96,3,7,2019,2.0,0,2
1,2,1,2020,5,18,0.0,2,7,2019,2.0,0,2
1,2,2,2020,5,22,6.91,3,7,2019,2.0,0,2
1,2,1,2021,5,23,8.49,3,7,2019,2.0,0,2
1,2,2,2021,5,22,8.85,2,7,2019,2.0,0,2
1,4,2,2013,3,19,3.77,1,4,2013,2.0,2,2
1,4,2,2013,3,19,5.87,1,4,2013,2.0,2,2
1,4,1,2014,3,18,5.17,0,4,2013,2.0,2,2
1,4,1,2014,3,18,4.36,0,4,2013,2.0,2,2
1,4,2,2014,1,23,4.36,0,4,2013,2.0,2,2
1,4,2,2017,3,20,6.58,0,3,2017,4.0,2,0
1,4,1,2018,3,14,1.9,2,3,2017,4.0,2,0
1,4,2,2018,2,18,7.16,0,3,2017,4.0,2,0
1,4,1,2019,2,8,3.8,0,3,2017,4.0,2,0
1,4,2,2019,3,12,1.1,1,3,2017,4.0,2,0
1,4,1,2020,3,24,6.27,1,3,2017,4.0,2,0
1,4,2,2020,3,21,5.22,0,3,2017,4.0,2,0
1,4,1,2021,4,23,4.93,2,3,2017,4.0,2,0
1,4,2,2021,3,20,7.1,0,3,2017,4.0,2,0
1,4,1,2022,2,24,4.07,0,3,2017,4.0,2,0
1,2,2,2019,4,19,8.21,4,7,2019,2.0,0,2
1,2,1,2020,4,23,9.34,2,7,2019,2.0,0,2
1,2,2,2020,4,22,7.93,2,7,2019,2.0,0,2
1,2,1,2021,5,20,7.92,3,7,2019,2.0,0,2
1,2,2,2021,4,12,8.89,3,7,2019,2.0,0,2
1,2,1,2022,5,10,8.63,4,7,2019,2.0,0,2
1,0,2,2018,4,23,4.99,0,6,2018,10.0,0,5
1,0,1,2019,2,17,4.42,1,6,2018,10.0,0,5
1,0,2,2019,2,15,5.26,1,6,2018,10.0,0,5
1,0,1,2020,2,23,5.63,0,6,2018,10.0,0,5
1,0,2,2020,2,15,3.63,0,6,2018,10.0,0,5
1,0,1,2021,3,13,2.54,1,6,2018,10.0,0,5
1,0,2,2021,2,20,5.01,1,6,2018,10.0,0,5
1,0,1,2022,2,21,5.05,0,6,2018,10.0,0,5
1,3,2,2018,3,18,6.86,1,6,2018,7.0,0,5
1,3,1,2019,2,23,5.51,0,6,2018,7.0,0,5
1,3,2,2019,2,19,4.85,0,6,2018,7.0,0,5
1,3,1,2020,3,23,4.58,0,6,2018,7.0,0,5
1,3,2,2020,3,10,3.69,0,6,2018,7.0,0,5
1,3,2,2017,3,20,4.16,0,7,2017,6.0,2,4
1,3,1,2018,3,16,5.43,0,7,2017,6.0,2,4
1,3,2,2018,3,10,3.53,0,7,2017,6.0,2,4
1,3,1,2019,4,13,6.2,0,7,2017,6.0,2,4
1,3,2,2019,2,17,2.96,0,7,2017,6.0,2,4
1,3,1,2014,3,13,5.15,1,5,2014,2.0,2,2
1,3,2,2014,2,14,5.15,0,5,2014,2.0,2,2
1,3,1,2015,3,24,2.06,1,5,2014,2.0,2,2
1,3,2,2015,2,26,5.7,0,5,2014,2.0,2,2
1,3,1,2016,2,28,3.32,0,5,2014,2.0,2,2
1,3,2,2016,0,12,3.89,0,5,2014,2.0,2,2
1,2,2,2016,3,21,8.02,2,3,2016,7.0,4,5
1,2,1,2017,5,22,6.92,3,3,2016,7.0,4,5
1,2,2,2017,4,23,8.55,2,3,2016,7.0,4,5
1,2,1,2018,4,15,7.32,3,3,2016,7.0,4,5
1,2,2,2018,5,16,8.25,3,3,2016,7.0,4,5
1,2,1,2019,5,18,9.4,3,3,2016,7.0,4,5
1,4,2,2017,2,22,6.87,0,7,2017,6.0,2,4
1,4,1,2018,3,15,4.14,0,7,2017,6.0,2,4
1,4,2,2018,3,16,3.25,0,7,2017,6.0,2,4
1,4,1,2019,3,12,4.93,0,7,2017,6.0,2,4
1,4,2,2019,2,14,2.2,0,7,2017,6.0,2,4
1,2,2,2017,5,20,7.33,2,6,2017,4.0,0,0
1,2,1,2018,4,21,7.44,2,6,2017,4.0,0,0
1,2,2,2018,4,23,7.29,2,6,2017,4.0,0,0
1,2,1,2019,3,17,7.35,1,6,2017,4.0,0,0
1,2,2,2019,5,20,6.19,2,6,2017,4.0,0,0
1,2,1,2020,4,18,6.88,2,6,2017,4.0,0,0
1,2,2,2020,3,5,7.19,0,6,2017,4.0,0,0
1,2,1,2021,4,13,3.6,2,6,2017,4.0,0,0
1,2,2,2021,3,3,7.14,2,6,2017,4.0,0,0
1,4,1,2014,3,17,6.82,2,6,2014,3.0,2,5
1,4,2,2014,3,19,6.82,2,6,2014,3.0,2,5
1,4,1,2015,4,21,7.06,2,6,2014,3.0,2,5
1,4,2,2015,3,19,7.73,2,6,2014,3.0,2,5
1,4,1,2016,2,14,7.42,2,6,2014,3.0,2,5
1,4,2,2016,3,17,7.63,3,6,2014,3.0,2,5
1,4,1,2017,4,14,8.6,3,6,2014,3.0,2,5
1,4,2,2017,3,14,8.44,2,6,2014,3.0,2,5
1,4,1,2018,2,13,7.27,3,6,2014,3.0,2,5
1,3,2,2017,4,20,7.82,2,6,2017,3.0,2,5
1,3,1,2018,4,20,7.08,2,6,2017,3.0,2,5
1,3,2,2018,4,20,7.71,2,6,2017,3.0,2,5
1,3,1,2019,3,18,7.73,2,6,2017,3.0,2,5
1,3,2,2019,4,15,6.97,2,6,2017,3.0,2,5
1,3,1,2020,3,14,6.74,2,6,2017,3.0,2,5
1,3,2,2020,3,9,7.78,2,6,2017,3.0,2,5
1,3,2,2017,5,21,5.99,1,3,2017,9.0,2,1
1,3,1,2018,3,19,5.63,0,3,2017,9.0,2,1
1,3,2,2018,3,19,4.73,1,3,2017,9.0,2,1
1,3,1,2019,4,21,5.99,1,3,2017,9.0,2,1
1,3,2,2019,3,19,6.48,2,3,2017,9.0,2,1
1,3,1,2020,4,24,7.54,1,3,2017,9.0,2,1
1,3,2,2020,3,11,5.77,1,3,2017,9.0,2,1
1,3,1,2021,3,13,6.45,2,3,2017,9.0,2,1
1,3,2,2021,3,8,7.37,1,3,2017,9.0,2,1
1,3,1,2022,2,8,5.8,0,3,2017,9.0,2,1
1,4,2,2019,5,17,9.11,3,7,2019,6.0,2,4
1,4,1,2020,5,18,8.46,2,7,2019,6.0,2,4
1,4,2,2020,4,18,7.44,2,7,2019,6.0,2,4
1,4,1,2021,5,15,7.94,3,7,2019,6.0,2,4
1,4,2,2021,5,18,8.44,3,7,2019,6.0,2,4
1,4,1,2022,3,12,8.12,2,7,2019,6.0,2,4
1,3,2,2019,3,13,4.08,0,3,2019,11.0,2,4
1,3,1,2020,3,24,0.28,0,3,2019,11.0,2,4
1,2,2,2019,5,19,7.96,1,5,2019,2.0,0,2
1,2,1,2020,5,20,6.21,1,5,2019,2.0,0,2
1,2,2,2020,5,8,5.89,3,5,2019,2.0,0,2
1,2,1,2021,5,21,8.2,2,5,2019,2.0,0,2
1,2,2,2021,4,20,7.5,2,5,2019,2.0,0,2
1,2,1,2022,3,12,6.92,0,5,2019,2.0,0,2
1,2,2,2018,4,16,3.54,0,5,2018,0.0,0,4
1,2,1,2019,5,17,4.6,1,5,2018,0.0,0,4
1,2,2,2019,3,13,6.04,1,5,2018,0.0,0,4
1,2,1,2020,5,20,0.0,2,5,2018,0.0,0,4
1,2,2,2020,4,20,6.73,2,5,2018,0.0,0,4
1,2,1,2021,4,23,7.62,2,5,2018,0.0,0,4
1,2,2,2021,2,16,7.28,1,5,2018,0.0,0,4
1,2,1,2022,3,11,5.23,1,5,2018,0.0,0,4
1,2,2,2016,1,15,5.95,0,1,2016,6.0,2,4
1,2,1,2017,2,21,4.41,0,1,2016,6.0,2,4
1,2,2,2018,2,15,5.68,0,1,2016,6.0,2,4
1,2,1,2019,3,15,3.19,0,1,2016,6.0,2,4
1,2,1,2014,2,19,5.53,1,6,2013,2.0,2,2
1,2,2,2014,4,20,5.53,1,6,2013,2.0,2,2
1,2,1,2015,3,25,6.4,1,6,2013,2.0,2,2
1,2,2,2015,3,23,5.87,2,6,2013,2.0,2,2
1,2,1,2016,3,27,4.3,2,6,2013,2.0,2,2
1,2,2,2016,3,16,7.01,2,6,2013,2.0,2,2
1,1,2,2018,4,18,7.23,2,3,2018,8.0,0,3
1,1,1,2019,3,18,6.92,1,3,2018,8.0,0,3
1,1,2,2019,4,19,5.62,2,3,2018,8.0,0,3
1,1,1,2020,3,14,6.99,0,3,2018,8.0,0,3
1,1,2,2020,5,20,4.35,2,3,2018,8.0,0,3
1,1,1,2021,4,12,7.34,2,3,2018,8.0,0,3
1,1,2,2021,3,14,7.62,2,3,2018,8.0,0,3
1,1,1,2022,3,18,7.91,2,3,2018,8.0,0,3
1,1,2,2018,4,15,5.62,2,5,2018,2.0,0,2
1,1,1,2019,5,16,7.07,2,5,2018,2.0,0,2
1,1,2,2019,5,20,7.91,3,5,2018,2.0,0,2
1,1,1,2020,5,21,8.25,3,5,2018,2.0,0,2
1,1,2,2020,5,19,8.59,1,5,2018,2.0,0,2
1,1,1,2021,5,23,5.41,2,5,2018,2.0,0,2
1,2,2,2019,3,21,5.49,0,3,2019,0.0,0,4
1,2,1,2020,4,23,4.3,0,3,2019,0.0,0,4
1,2,2,2020,4,17,2.29,1,3,2019,0.0,0,4
1,2,1,2021,3,19,6.45,0,3,2019,0.0,0,4
1,2,2,2021,3,17,3.62,1,3,2019,0.0,0,4
1,2,1,2022,3,23,5.27,0,3,2019,0.0,0,4
1,3,2,2017,3,22,6.66,1,2,2017,6.0,2,4
1,3,1,2018,3,17,5.95,2,2,2017,6.0,2,4
1,3,2,2018,3,18,6.91,2,2,2017,6.0,2,4
1,3,1,2019,3,19,7.29,2,2,2017,6.0,2,4
1,3,2,2019,3,22,7.9,2,2,2017,6.0,2,4
1,3,1,2020,3,18,7.68,3,2,2017,6.0,2,4
1,3,2,2020,3,4,8.07,3,2,2017,6.0,2,4
1,1,2,2016,2,16,4.12,0,6,2016,5.0,2,1
1,1,1,2017,4,21,6.24,2,6,2016,5.0,2,1
1,1,2,2017,3,24,7.25,1,6,2016,5.0,2,1
1,1,1,2018,3,12,5.86,0,6,2016,5.0,2,1
1,1,2,2018,2,8,2.4,0,6,2016,5.0,2,1
1,2,2,2017,4,20,5.89,1,4,2017,8.0,0,3
1,2,1,2018,3,22,7.6,1,4,2017,8.0,0,3
1,2,2,2018,4,17,6.48,2,4,2017,8.0,0,3
1,2,1,2019,3,17,6.54,1,4,2017,8.0,0,3
1,2,2,2019,4,14,6.05,2,4,2017,8.0,0,3
1,2,1,2020,4,20,7.64,3,4,2017,8.0,0,3
1,2,2,2020,5,14,8.28,4,4,2017,8.0,0,3
1,2,2,2019,3,16,7.16,2,3,2019,8.0,2,3
1,2,1,2020,4,19,7.1,2,3,2019,8.0,2,3
1,2,2,2020,3,19,6.64,2,3,2019,8.0,2,3
1,2,1,2021,3,22,6.95,2,3,2019,8.0,2,3
1,2,2,2021,3,14,6.56,2,3,2019,8.0,2,3
1,2,1,2022,3,16,7.2,2,3,2019,8.0,2,3
1,0,2,2018,3,14,6.22,1,5,2018,8.0,0,3
1,0,1,2019,3,19,5.49,0,5,2018,8.0,0,3
1,0,2,2019,4,12,4.67,2,5,2018,8.0,0,3
1,0,1,2020,3,18,6.89,1,5,2018,8.0,0,3
1,0,2,2020,4,13,5.96,2,5,2018,8.0,0,3
1,0,1,2021,3,18,7.75,2,5,2018,8.0,0,3
1,0,2,2021,2,18,6.78,1,5,2018,8.0,0,3
1,0,1,2022,3,6,5.96,2,5,2018,8.0,0,3
1,2,2,2015,1,18,3.53,0,2,2015,3.0,2,5
1,2,1,2016,2,25,3.56,1,2,2015,3.0,2,5
1,2,2,2016,1,18,6.06,0,2,2015,3.0,2,5
1,2,1,2017,2,13,0.0,0,2,2015,3.0,2,5
1,2,2,2017,2,7,2.85,1,2,2015,3.0,2,5
1,2,1,2018,2,6,8.0,0,2,2015,3.0,2,5
1,2,2,2018,2,6,0.0,0,2,2015,3.0,2,5
1,2,1,2019,1,8,8.4,0,2,2015,3.0,2,5
0,3,2,2018,5,15,9.14,4,6,2018,4.0,0,0
0,3,1,2019,5,20,9.22,4,6,2018,4.0,0,0
0,3,2,2019,5,16,9.35,4,6,2018,4.0,0,0
0,3,1,2020,5,16,9.2,3,6,2018,4.0,0,0
0,3,2,2020,5,24,8.53,4,6,2018,4.0,0,0
0,3,1,2021,5,11,9.12,4,6,2018,4.0,0,0
0,3,2,2021,5,10,9.52,4,6,2018,4.0,0,0
1,3,2,2018,5,22,9.02,3,4,2018,6.0,2,4
1,3,1,2019,5,19,8.73,4,4,2018,6.0,2,4
1,3,2,2019,5,19,9.22,3,4,2018,6.0,2,4
1,3,1,2020,5,22,8.92,3,4,2018,6.0,2,4
1,3,2,2020,5,15,8.67,2,4,2018,6.0,2,4
1,3,1,2021,5,10,7.8,4,4,2018,6.0,2,4
1,2,2,2013,3,19,5.73,0,5,2013,6.0,2,4
1,2,2,2013,3,19,4.24,0,5,2013,6.0,2,4
1,2,1,2014,5,25,4.24,2,5,2013,6.0,2,4
1,2,1,2014,5,25,7.14,2,5,2013,6.0,2,4
1,2,2,2014,2,25,7.14,1,5,2013,6.0,2,4
1,2,2,2014,2,25,6.48,1,5,2013,6.0,2,4
1,2,1,2015,4,16,6.48,2,5,2013,6.0,2,4
1,2,2,2015,2,21,7.3,2,5,2013,6.0,2,4
1,2,1,2016,3,18,6.8,2,5,2013,6.0,2,4
1,2,2,2016,3,14,6.54,2,5,2013,6.0,2,4
1,2,2,2017,3,18,7.32,2,3,2017,4.0,0,0
1,2,1,2018,3,18,7.79,2,3,2017,4.0,0,0
1,2,2,2018,3,17,6.59,1,3,2017,4.0,0,0
1,2,1,2019,3,11,5.07,3,3,2017,4.0,0,0
1,2,2,2019,3,18,8.44,2,3,2017,4.0,0,0
1,2,1,2020,3,16,6.94,2,3,2017,4.0,0,0
1,2,2,2020,3,14,7.63,1,3,2017,4.0,0,0
1,2,1,2021,3,16,5.74,2,3,2017,4.0,0,0
1,2,2,2021,3,7,7.11,3,3,2017,4.0,0,0
1,1,2,2018,3,16,5.76,1,3,2018,7.0,0,5
1,1,1,2019,2,15,5.75,0,3,2018,7.0,0,5
1,1,2,2019,3,10,3.87,1,3,2018,7.0,0,5
1,1,1,2020,4,17,6.33,2,3,2018,7.0,0,5
1,1,2,2020,5,24,7.58,3,3,2018,7.0,0,5
1,1,1,2021,5,23,8.1,3,3,2018,7.0,0,5
1,1,2,2021,5,11,8.26,2,3,2018,7.0,0,5
1,1,1,2022,2,4,6.68,1,3,2018,7.0,0,5
1,3,2,2015,4,23,7.53,1,5,2015,6.0,2,4
1,3,1,2016,0,4,5.56,0,5,2015,6.0,2,4
1,4,2,2017,4,20,7.95,3,7,2017,4.0,2,0
1,4,1,2018,4,24,8.3,3,7,2017,4.0,2,0
1,4,2,2018,5,19,8.05,3,7,2017,4.0,2,0
1,4,1,2019,5,18,8.34,3,7,2017,4.0,2,0
1,4,2,2019,5,18,8.25,3,7,2017,4.0,2,0
1,4,1,2020,5,14,8.32,3,7,2017,4.0,2,0
1,4,2,2020,5,12,8.26,4,7,2017,4.0,2,0
1,1,2,2019,5,20,8.95,2,2,2019,9.0,0,1
1,1,1,2020,4,19,7.63,2,2,2019,9.0,0,1
1,1,2,2020,5,8,7.34,3,2,2019,9.0,0,1
1,1,1,2021,5,24,8.8,3,2,2019,9.0,0,1
1,1,2,2021,5,22,8.12,3,2,2019,9.0,0,1
1,1,1,2022,5,10,8.15,2,2,2019,9.0,0,1
0,2,2,2019,3,18,5.91,0,3,2019,9.0,0,1
1,1,2,2019,3,23,3.28,0,4,2019,10.0,0,5
1,1,1,2020,2,23,0.0,0,4,2019,10.0,0,5
1,1,2,2020,3,7,0.6,0,4,2019,10.0,0,5
1,1,1,2021,2,18,0.51,0,4,2019,10.0,0,5
1,2,2,2019,5,19,9.27,3,4,2019,2.0,0,2
1,2,1,2020,5,19,8.6,2,4,2019,2.0,0,2
1,2,2,2020,5,24,7.86,3,4,2019,2.0,0,2
1,2,1,2021,5,21,8.53,3,4,2019,2.0,0,2
1,2,2,2021,5,14,8.96,2,4,2019,2.0,0,2
1,2,1,2022,4,8,7.9,2,4,2019,2.0,0,2
0,3,2,2015,2,20,8.96,2,6,2015,3.0,2,5
0,3,1,2016,3,20,6.92,3,6,2015,3.0,2,5
0,3,2,2016,3,15,8.42,3,6,2015,3.0,2,5
0,1,2,2017,4,19,7.34,2,4,2017,5.0,0,1
0,1,1,2018,4,16,7.09,1,4,2017,5.0,0,1
0,1,2,2018,3,23,6.43,2,4,2017,5.0,0,1
0,1,1,2019,4,23,6.85,1,4,2017,5.0,0,1
0,1,2,2019,4,22,6.11,2,4,2017,5.0,0,1
0,1,1,2020,3,16,6.97,2,4,2017,5.0,0,1
0,1,2,2020,3,5,6.8,0,4,2017,5.0,0,1
0,1,1,2021,4,12,3.9,1,4,2017,5.0,0,1
0,1,2,2021,3,2,5.64,2,4,2017,5.0,0,1
1,1,2,2019,5,24,8.59,2,4,2019,8.0,0,3
1,1,1,2020,5,24,7.72,2,4,2019,8.0,0,3
1,1,2,2020,5,20,7.16,3,4,2019,8.0,0,3
1,1,1,2021,5,15,7.3,3,4,2019,8.0,0,3
1,1,2,2021,5,22,8.98,3,4,2019,8.0,0,3
1,1,1,2022,5,25,8.46,3,4,2019,8.0,0,3
0,3,2,2019,5,19,9.55,4,3,2019,6.0,2,4
0,3,1,2020,5,19,9.15,3,3,2019,6.0,2,4
0,3,2,2020,5,16,8.72,4,3,2019,6.0,2,4
0,3,1,2021,5,20,9.25,3,3,2019,6.0,2,4
0,3,2,2021,5,15,8.72,3,3,2019,6.0,2,4
0,3,1,2022,5,10,8.79,3,3,2019,6.0,2,4
1,3,2,2019,3,16,5.71,0,5,2019,8.0,2,3
1,3,1,2020,3,12,4.4,1,5,2019,8.0,2,3
1,3,2,2020,3,7,5.83,0,5,2019,8.0,2,3
1,3,1,2021,4,18,3.54,1,5,2019,8.0,2,3
1,3,2,2017,2,21,5.33,0,3,2017,3.0,2,5
1,3,1,2018,2,14,2.31,0,3,2017,3.0,2,5
1,3,2,2018,3,21,2.17,0,3,2017,3.0,2,5
1,3,1,2019,3,19,1.71,1,3,2017,3.0,2,5
1,3,2,2019,3,21,5.32,0,3,2017,3.0,2,5
1,3,1,2020,2,19,2.7,0,3,2017,3.0,2,5
1,3,2,2020,4,22,3.82,1,3,2017,3.0,2,5
1,3,1,2021,4,25,5.08,2,3,2017,3.0,2,5
1,3,2,2021,3,21,6.97,2,3,2017,3.0,2,5
1,3,1,2022,3,21,4.2,1,3,2017,3.0,2,5
1,2,2,2019,5,21,8.63,2,4,2019,7.0,0,5
1,2,1,2020,5,22,7.57,2,4,2019,7.0,0,5
1,2,2,2020,5,7,6.87,2,4,2019,7.0,0,5
1,2,1,2021,5,19,7.94,2,4,2019,7.0,0,5
1,2,2,2021,5,14,7.88,1,4,2019,7.0,0,5
1,2,1,2022,5,8,6.17,3,4,2019,7.0,0,5
1,3,2,2017,3,22,5.34,2,3,2017,4.0,0,0
1,3,1,2018,3,24,7.75,2,3,2017,4.0,0,0
1,3,2,2018,3,23,7.3,2,3,2017,4.0,0,0
1,3,1,2019,4,22,7.02,2,3,2017,4.0,0,0
1,3,2,2019,3,18,7.0,2,3,2017,4.0,0,0
1,3,1,2020,3,10,7.58,2,3,2017,4.0,0,0
1,3,2,2020,3,12,7.2,3,3,2017,4.0,0,0
1,3,1,2021,3,4,8.92,3,3,2017,4.0,0,0
1,3,2,2017,5,21,8.15,2,4,2017,5.0,2,1
1,3,1,2018,4,20,7.6,2,4,2017,5.0,2,1
1,3,2,2018,4,22,7.81,3,4,2017,5.0,2,1
1,3,1,2019,5,19,8.23,3,4,2017,5.0,2,1
1,3,2,2019,5,16,8.39,3,4,2017,5.0,2,1
1,3,1,2020,5,17,8.02,3,4,2017,5.0,2,1
1,3,2,2020,5,12,8.02,2,4,2017,5.0,2,1
1,2,2,2019,4,17,6.2,1,7,2019,10.0,2,5
1,2,1,2020,4,20,5.6,1,7,2019,10.0,2,5
1,2,2,2020,5,19,5.56,2,7,2019,10.0,2,5
1,2,1,2021,3,23,6.93,2,7,2019,10.0,2,5
1,2,2,2021,4,22,6.66,1,7,2019,10.0,2,5
1,2,1,2022,3,17,5.97,0,7,2019,10.0,2,5
1,2,2,2017,4,20,6.03,1,2,2017,4.0,0,0
1,2,1,2018,4,20,5.82,2,2,2017,4.0,0,0
1,2,2,2018,3,23,6.54,1,2,2017,4.0,0,0
1,2,1,2019,3,18,5.65,0,2,2017,4.0,0,0
1,2,2,2019,4,14,1.42,1,2,2017,4.0,0,0
1,2,1,2020,1,16,5.7,0,2,2017,4.0,0,0
1,2,1,2021,3,10,0.75,0,2,2017,4.0,0,0
1,1,2,2018,3,19,5.99,1,3,2018,2.0,0,2
0,1,2,2017,5,17,6.13,1,7,2017,5.0,0,1
0,1,1,2018,4,18,6.4,1,7,2017,5.0,0,1
0,1,2,2018,4,22,5.4,1,7,2017,5.0,0,1
0,1,1,2019,4,24,7.3,1,7,2017,5.0,0,1
0,1,2,2019,5,19,5.2,1,7,2017,5.0,0,1
0,1,1,2020,3,23,5.8,1,7,2017,5.0,0,1
0,1,2,2020,4,13,5.6,2,7,2017,5.0,0,1
0,1,1,2021,3,11,6.86,2,7,2017,5.0,0,1
0,1,2,2021,3,4,7.11,1,7,2017,5.0,0,1
1,4,2,2017,5,22,6.85,3,5,2017,6.0,2,4
1,4,1,2018,5,20,8.28,2,5,2017,6.0,2,4
1,4,2,2018,5,15,7.74,2,5,2017,6.0,2,4
1,4,1,2019,5,18,7.62,2,5,2017,6.0,2,4
1,4,2,2019,5,14,7.46,3,5,2017,6.0,2,4
1,4,1,2020,5,15,8.07,2,5,2017,6.0,2,4
1,4,2,2020,3,7,7.91,2,5,2017,6.0,2,4
1,0,2,2018,5,12,5.55,2,4,2018,5.0,3,1
1,0,1,2019,5,17,7.2,2,4,2018,5.0,3,1
1,0,2,2019,3,17,7.04,2,4,2018,5.0,3,1
1,0,1,2020,4,20,0.0,2,4,2018,5.0,3,1
1,0,2,2020,4,16,6.83,2,4,2018,5.0,3,1
1,0,1,2021,5,16,7.78,3,4,2018,5.0,3,1
1,0,2,2021,5,16,8.49,2,4,2018,5.0,3,1
1,0,1,2022,3,13,7.37,3,4,2018,5.0,3,1
0,3,2,2017,5,21,7.01,2,7,2017,5.0,2,1
0,3,1,2018,5,19,6.68,2,7,2017,5.0,2,1
0,3,2,2018,3,23,7.24,2,7,2017,5.0,2,1
0,3,1,2019,4,21,6.83,1,7,2017,5.0,2,1
0,3,2,2019,5,20,6.04,2,7,2017,5.0,2,1
0,3,1,2020,4,12,7.1,2,7,2017,5.0,2,1
0,3,2,2020,5,11,7.53,3,7,2017,5.0,2,1
1,4,2,2013,4,22,6.43,1,3,2013,6.0,2,4
1,4,2,2013,4,22,6.36,1,3,2013,6.0,2,4
1,4,1,2014,5,21,6.36,2,3,2013,6.0,2,4
1,4,1,2014,5,21,7.45,2,3,2013,6.0,2,4
1,4,2,2014,5,18,7.45,3,3,2013,6.0,2,4
1,4,2,2014,5,18,8.13,3,3,2013,6.0,2,4
1,4,1,2015,4,16,8.13,2,3,2013,6.0,2,4
1,4,2,2015,3,17,7.63,3,3,2013,6.0,2,4
1,4,1,2016,5,14,8.68,3,3,2013,6.0,2,4
1,4,2,2016,4,14,8.55,3,3,2013,6.0,2,4
0,2,2,2019,5,22,8.9,3,3,2019,9.0,2,1
0,2,1,2020,5,18,8.12,3,3,2019,9.0,2,1
0,2,2,2020,5,19,8.2,3,3,2019,9.0,2,1
0,2,1,2021,5,18,8.36,3,3,2019,9.0,2,1
0,2,2,2021,5,15,8.34,3,3,2019,9.0,2,1
0,2,1,2022,4,10,8.46,2,3,2019,9.0,2,1
1,3,2,2019,5,24,8.98,3,4,2019,7.0,4,5
1,3,1,2020,5,17,8.96,3,4,2019,7.0,4,5
1,3,2,2020,5,15,8.72,4,4,2019,7.0,4,5
1,3,1,2021,5,15,9.16,3,4,2019,7.0,4,5
1,3,2,2021,5,14,8.9,3,4,2019,7.0,4,5
1,3,1,2022,5,20,8.89,4,4,2019,7.0,4,5
1,1,2,2019,3,20,7.81,2,6,2019,5.0,0,1
1,1,1,2020,4,18,6.66,2,6,2019,5.0,0,1
1,1,2,2020,4,20,7.77,2,6,2019,5.0,0,1
1,1,1,2021,4,23,7.56,2,6,2019,5.0,0,1
1,1,2,2021,4,17,7.83,3,6,2019,5.0,0,1
1,1,1,2022,5,10,8.21,2,6,2019,5.0,0,1
0,3,2,2019,5,21,8.75,3,5,2019,9.0,2,1
0,3,1,2020,5,15,8.54,3,5,2019,9.0,2,1
0,3,2,2020,5,18,8.74,3,5,2019,9.0,2,1
0,3,1,2021,5,17,8.67,3,5,2019,9.0,2,1
0,3,2,2021,5,20,8.74,3,5,2019,9.0,2,1
0,3,1,2022,5,6,8.25,2,5,2019,9.0,2,1
1,3,2,2017,5,20,4.78,1,6,2017,4.0,0,0
1,3,1,2018,5,23,5.68,1,6,2017,4.0,0,0
1,3,2,2018,3,23,6.12,1,6,2017,4.0,0,0
1,3,1,2019,5,20,8.2,2,6,2017,4.0,0,0
1,3,2,2019,4,20,6.77,2,6,2017,4.0,0,0
1,3,1,2020,3,17,6.92,1,6,2017,4.0,0,0
1,3,2,2020,3,18,6.31,2,6,2017,4.0,0,0
1,3,1,2021,3,12,7.42,2,6,2017,4.0,0,0
1,2,2,2019,5,19,7.85,3,7,2019,5.0,2,1
1,2,1,2020,5,17,8.24,3,7,2019,5.0,2,1
1,2,2,2020,5,22,8.11,3,7,2019,5.0,2,1
1,2,1,2021,5,19,8.64,3,7,2019,5.0,2,1
1,2,2,2021,5,20,8.5,3,7,2019,5.0,2,1
1,2,1,2022,5,16,8.98,3,7,2019,5.0,2,1
1,2,2,2019,5,16,8.31,2,6,2019,8.0,0,3
1,2,1,2020,3,22,7.98,2,6,2019,8.0,0,3
1,2,2,2020,3,22,7.65,3,6,2019,8.0,0,3
1,2,1,2021,4,24,8.1,2,6,2019,8.0,0,3
1,2,2,2021,2,12,7.37,2,6,2019,8.0,0,3
1,2,1,2022,3,12,7.73,2,6,2019,8.0,0,3
1,1,2,2018,3,19,6.43,0,5,2018,2.0,0,2
1,4,2,2013,4,21,7.42,2,4,2013,7.0,4,5
