gioitinh,xeploai_tt,hocky,namhoc,drltl,sotchk,dtbhk_truoc,xeploai,khuvuc_encoded,namnhaphoc,chuyennganh2_encoded,hedt_encoded,khoa_encoded
1,3,2,2017,4,18,5.64,2,7,2017,4.0,0,0
1,3,1,2018,3,21,7.2,2,7,2017,4.0,0,0
1,3,2,2018,5,21,6.99,2,7,2017,4.0,0,0
1,3,1,2019,3,21,7.6,1,7,2017,4.0,0,0
1,3,2,2019,3,14,5.87,2,7,2017,4.0,0,0
1,3,1,2020,3,17,7.21,2,7,2017,4.0,0,0
1,3,2,2020,4,12,6.53,3,7,2017,4.0,0,0
1,3,1,2021,5,2,8.6,4,7,2017,4.0,0,0
1,3,2,2021,3,10,9.0,3,7,2017,4.0,0,0
1,4,2,2013,2,22,5.03,0,7,2013,4.0,2,0
1,4,2,2013,2,22,3.45,0,7,2013,4.0,2,0
1,1,2,2015,2,15,4.21,0,7,2015,8.0,0,3
1,1,1,2016,0,20,3.01,0,7,2015,8.0,0,3
1,1,2,2016,1,18,4.43,0,7,2015,8.0,0,3
1,1,1,2017,3,12,2.3,0,7,2015,8.0,0,3
1,1,2,2017,2,17,3.27,0,7,2015,8.0,0,3
1,3,1,2014,3,17,2.62,0,5,2014,5.0,2,1
1,3,2,2014,0,13,2.62,0,5,2014,5.0,2,1
1,2,2,2015,3,15,8.09,2,6,2015,5.0,3,1
1,2,1,2016,3,23,6.85,2,6,2015,5.0,3,1
1,2,2,2016,3,18,7.53,2,6,2015,5.0,3,1
1,2,1,2017,4,19,7.5,2,6,2015,5.0,3,1
1,2,2,2017,4,13,6.72,2,6,2015,5.0,3,1
1,2,1,2018,3,12,7.75,3,6,2015,5.0,3,1
1,2,2,2018,3,7,8.05,2,6,2015,5.0,3,1
1,2,1,2019,2,10,7.5,2,6,2015,5.0,3,1
1,2,2,2013,2,19,5.33,0,4,2013,5.0,2,1
1,2,2,2013,2,19,3.16,0,4,2013,5.0,2,1
1,2,1,2014,1,17,3.16,0,4,2013,5.0,2,1
1,2,1,2014,1,17,3.88,0,4,2013,5.0,2,1
1,2,2,2014,0,19,3.88,0,4,2013,5.0,2,1
1,2,2,2014,0,19,3.03,0,4,2013,5.0,2,1
0,1,2,2018,4,19,6.07,1,3,2018,9.0,2,1
0,1,1,2019,4,17,6.29,2,3,2018,9.0,2,1
0,1,2,2019,4,19,6.96,2,3,2018,9.0,2,1
0,1,1,2020,4,18,7.07,2,3,2018,9.0,2,1
0,1,2,2020,5,21,7.69,3,3,2018,9.0,2,1
0,1,1,2021,5,20,8.23,2,3,2018,9.0,2,1
0,1,2,2021,4,12,7.06,1,3,2018,9.0,2,1
0,3,2,2017,4,21,6.42,2,1,2017,9.0,2,1
0,3,1,2018,4,19,6.54,1,1,2017,9.0,2,1
0,3,2,2018,4,23,6.29,2,1,2017,9.0,2,1
0,3,1,2019,5,19,7.18,2,1,2017,9.0,2,1
0,3,2,2019,3,15,6.8,2,1,2017,9.0,2,1
0,3,1,2020,5,22,6.82,2,1,2017,9.0,2,1
0,3,2,2020,3,5,7.65,2,1,2017,9.0,2,1
1,0,2,2018,4,20,4.08,0,4,2018,6.0,2,4
1,0,1,2019,4,20,4.78,1,4,2018,6.0,2,4
1,0,2,2019,3,22,5.77,1,4,2018,6.0,2,4
1,0,1,2020,4,23,6.3,2,4,2018,6.0,2,4
1,0,2,2020,3,23,6.51,1,4,2018,6.0,2,4
1,0,1,2021,3,19,6.08,1,4,2018,6.0,2,4
1,0,2,2021,3,13,5.07,2,4,2018,6.0,2,4
1,0,1,2022,3,12,7.4,2,4,2018,6.0,2,4
1,1,2,2017,3,18,4.95,1,3,2017,3.0,0,5
1,1,1,2018,3,18,7.6,1,3,2017,3.0,0,5
1,1,2,2018,3,11,6.29,2,3,2017,3.0,0,5
1,1,1,2019,4,17,6.73,2,3,2017,3.0,0,5
1,1,2,2019,2,23,6.9,1,3,2017,3.0,0,5
1,1,1,2020,3,21,6.43,1,3,2017,3.0,0,5
1,1,2,2020,5,15,5.2,2,3,2017,3.0,0,5
1,1,1,2021,4,21,7.85,3,3,2017,3.0,0,5
0,2,2,2019,5,19,8.09,3,4,2019,5.0,2,1
0,2,1,2020,5,18,8.39,3,4,2019,5.0,2,1
0,2,2,2020,5,8,8.46,2,4,2019,5.0,2,1
0,2,1,2021,5,24,7.75,3,4,2019,5.0,2,1
0,2,2,2021,5,25,8.32,3,4,2019,5.0,2,1
0,2,1,2022,5,8,8.55,2,4,2019,5.0,2,1
1,2,2,2019,2,17,6.4,0,7,2019,10.0,2,5
1,3,2,2018,3,15,6.49,0,7,2018,4.0,0,0
1,3,1,2019,3,19,3.52,1,7,2018,4.0,0,0
1,3,2,2019,4,21,5.73,2,7,2018,4.0,0,0
1,3,1,2020,3,22,7.78,2,7,2018,4.0,0,0
1,3,2,2020,3,24,7.45,2,7,2018,4.0,0,0
1,3,1,2021,3,15,7.55,2,7,2018,4.0,0,0
1,3,2,2021,2,21,7.95,0,7,2018,4.0,0,0
1,3,1,2022,3,4,4.33,2,7,2018,4.0,0,0
1,4,1,2014,3,13,4.0,0,4,2014,3.0,2,5
1,4,2,2014,1,17,4.0,0,4,2014,3.0,2,5
1,4,1,2015,2,22,4.7,0,4,2014,3.0,2,5
1,4,2,2015,2,20,3.93,0,4,2014,3.0,2,5
1,4,1,2016,1,20,6.65,0,4,2014,3.0,2,5
1,4,2,2016,1,18,4.95,0,4,2014,3.0,2,5
1,3,2,2017,4,18,5.27,1,3,2017,9.0,2,1
1,3,1,2018,4,21,6.33,1,3,2017,9.0,2,1
1,3,2,2018,3,23,6.1,1,3,2017,9.0,2,1
1,3,1,2019,3,21,6.13,2,3,2017,9.0,2,1
1,3,2,2019,4,24,6.52,2,3,2017,9.0,2,1
1,3,1,2020,3,18,6.74,2,3,2017,9.0,2,1
1,3,2,2020,3,9,6.88,1,3,2017,9.0,2,1
1,1,2,2017,5,19,5.53,2,3,2017,3.0,0,5
1,1,1,2018,4,22,6.59,2,3,2017,3.0,0,5
1,1,2,2018,4,21,6.98,1,3,2017,3.0,0,5
1,1,1,2019,2,17,6.6,2,3,2017,3.0,0,5
1,1,2,2019,3,17,6.61,1,3,2017,3.0,0,5
1,1,1,2020,3,18,6.14,3,3,2017,3.0,0,5
1,1,2,2020,4,17,8.05,3,3,2017,3.0,0,5
1,2,2,2018,4,16,5.95,1,7,2018,6.0,2,4
1,2,1,2019,3,16,5.98,1,7,2018,6.0,2,4
1,2,2,2019,3,17,5.59,2,7,2018,6.0,2,4
1,2,1,2020,4,22,6.57,2,7,2018,6.0,2,4
1,2,2,2020,3,18,7.24,2,7,2018,6.0,2,4
1,2,1,2021,4,24,7.11,3,7,2018,6.0,2,4
1,2,2,2021,5,12,8.03,3,7,2018,6.0,2,4
1,3,2,2013,2,19,4.77,0,4,2013,2.0,2,2
1,3,2,2013,2,19,1.11,0,4,2013,2.0,2,2
1,3,2,2017,5,22,8.07,2,5,2017,7.0,2,5
1,3,1,2018,3,18,7.71,2,5,2017,7.0,2,5
1,3,2,2018,4,22,6.97,2,5,2017,7.0,2,5
1,3,1,2019,3,12,7.77,2,5,2017,7.0,2,5
1,3,2,2019,4,17,7.15,2,5,2017,7.0,2,5
1,3,1,2020,4,12,7.54,3,5,2017,7.0,2,5
1,3,2,2020,5,7,8.63,1,5,2017,7.0,2,5
1,3,2,2021,3,5,5.0,3,5,2017,7.0,2,5
1,0,2,2019,4,13,7.26,1,4,2019,5.0,3,1
1,0,1,2020,4,19,6.22,1,4,2019,5.0,3,1
1,0,2,2020,3,18,5.87,2,4,2019,5.0,3,1
1,0,1,2021,4,20,8.15,2,4,2019,5.0,3,1
1,0,2,2021,3,16,7.1,2,4,2019,5.0,3,1
1,0,1,2022,2,18,6.91,2,4,2019,5.0,3,1
0,0,2,2018,4,12,5.29,1,6,2018,5.0,3,1
0,0,1,2019,3,17,4.0,0,6,2018,5.0,3,1
0,0,2,2019,3,17,3.0,0,6,2018,5.0,3,1
0,0,1,2020,3,20,4.65,0,6,2018,5.0,3,1
0,0,2,2020,3,16,4.38,2,6,2018,5.0,3,1
0,0,1,2021,5,16,6.5,2,6,2018,5.0,3,1
0,0,2,2021,3,16,7.97,2,6,2018,5.0,3,1
0,0,1,2022,2,17,7.49,1,6,2018,5.0,3,1
1,3,2,2015,5,22,9.32,2,3,2015,4.0,2,0
1,3,1,2016,3,23,7.05,3,3,2015,4.0,2,0
1,3,2,2016,4,20,8.46,3,3,2015,4.0,2,0
1,3,1,2017,5,15,8.19,2,3,2015,4.0,2,0
1,3,2,2017,5,19,7.89,1,3,2015,4.0,2,0
1,3,1,2018,3,17,5.97,2,3,2015,4.0,2,0
1,3,2,2018,4,18,7.44,3,3,2015,4.0,2,0
1,3,1,2019,4,10,8.97,3,3,2015,4.0,2,0
1,3,1,2014,3,17,5.94,1,7,2014,8.0,2,3
1,3,2,2014,2,19,5.94,1,7,2014,8.0,2,3
1,3,1,2015,3,28,4.6,2,7,2014,8.0,2,3
1,3,2,2015,3,21,7.55,3,7,2014,8.0,2,3
1,3,1,2016,2,15,8.17,2,7,2014,8.0,2,3
1,3,2,2016,2,16,7.68,2,7,2014,8.0,2,3
1,3,1,2017,3,14,7.08,2,7,2014,8.0,2,3
1,3,2,2017,4,12,7.69,3,7,2014,8.0,2,3
1,3,1,2018,3,16,8.61,3,7,2014,8.0,2,3
1,3,2,2018,3,24,5.31,2,6,2017,3.0,2,5
1,3,1,2019,5,14,7.57,2,6,2017,3.0,2,5
1,3,2,2019,3,14,6.83,2,6,2017,3.0,2,5
1,3,1,2020,4,21,6.79,2,6,2017,3.0,2,5
1,3,2,2020,3,22,7.39,3,6,2017,3.0,2,5
1,3,1,2021,3,18,8.08,2,6,2017,3.0,2,5
1,3,2,2021,3,7,7.92,2,6,2017,3.0,2,5
0,2,2,2018,5,17,9.21,4,3,2018,4.0,0,0
0,2,1,2019,5,18,9.39,3,3,2018,4.0,0,0
0,2,2,2019,5,18,8.74,3,3,2018,4.0,0,0
0,2,1,2020,5,18,8.72,3,3,2018,4.0,0,0
0,2,2,2020,5,18,8.89,4,3,2018,4.0,0,0
0,2,1,2021,5,12,9.21,4,3,2018,4.0,0,0
0,2,2,2021,5,10,9.28,3,3,2018,4.0,0,0
1,1,2,2018,2,17,5.24,0,7,2018,7.0,0,5
1,1,1,2019,3,18,5.93,1,7,2018,7.0,0,5
1,1,2,2019,3,17,5.61,2,7,2018,7.0,0,5
1,1,1,2020,2,19,0.0,2,7,2018,7.0,0,5
1,1,2,2020,3,16,6.64,3,7,2018,7.0,0,5
1,1,1,2021,3,21,8.37,2,7,2018,7.0,0,5
1,1,2,2021,3,16,6.7,2,7,2018,7.0,0,5
1,1,1,2022,3,2,6.75,4,7,2018,7.0,0,5
1,2,2,2017,5,15,8.63,3,2,2017,5.0,3,1
1,2,1,2018,5,18,9.4,3,2,2017,5.0,3,1
1,2,2,2018,4,20,8.44,4,2,2017,5.0,3,1
1,2,1,2019,5,16,9.06,3,2,2017,5.0,3,1
1,2,2,2019,5,21,8.79,3,2,2017,5.0,3,1
1,2,1,2020,5,19,8.89,3,2,2017,5.0,3,1
1,2,2,2020,5,6,8.88,4,2,2017,5.0,3,1
1,2,1,2021,5,10,9.2,4,2,2017,5.0,3,1
1,3,2,2019,2,20,3.16,0,5,2019,8.0,2,3
0,3,1,2014,4,24,6.5,2,4,2014,4.0,0,0
0,3,2,2014,3,21,6.5,1,4,2014,4.0,0,0
0,3,1,2015,4,21,6.21,1,4,2014,4.0,0,0
0,3,2,2015,2,18,5.08,1,4,2014,4.0,0,0
0,3,1,2016,3,14,6.39,1,4,2014,4.0,0,0
0,3,2,2016,1,17,5.76,0,4,2014,4.0,0,0
0,3,1,2017,4,17,4.13,0,4,2014,4.0,0,0
0,3,2,2017,3,23,3.92,0,4,2014,4.0,0,0
1,4,2,2017,4,19,4.58,1,1,2017,6.0,2,4
1,4,1,2018,3,9,5.69,0,1,2017,6.0,2,4
1,4,2,2018,3,15,4.2,1,1,2017,6.0,2,4
1,4,1,2019,3,19,5.9,0,1,2017,6.0,2,4
1,4,2,2019,4,12,3.81,1,1,2017,6.0,2,4
1,4,1,2020,4,16,6.12,0,1,2017,6.0,2,4
1,4,2,2020,4,18,4.83,2,1,2017,6.0,2,4
1,4,1,2021,4,16,5.0,2,1,2017,6.0,2,4
1,4,2,2021,3,7,7.24,1,1,2017,6.0,2,4
1,4,1,2022,2,3,5.16,0,1,2017,6.0,2,4
1,1,2,2019,4,19,3.83,0,3,2019,10.0,0,5
1,1,1,2020,2,14,1.97,0,3,2019,10.0,0,5
1,1,2,2020,5,6,3.49,1,3,2019,10.0,0,5
1,1,1,2021,3,19,6.27,1,3,2019,10.0,0,5
1,1,2,2021,3,16,6.12,0,3,2019,10.0,0,5
1,1,1,2022,3,18,3.21,0,3,2019,10.0,0,5
1,3,2,2019,5,19,8.84,4,4,2019,4.0,0,0
1,3,1,2020,5,21,9.24,3,4,2019,4.0,0,0
1,3,2,2020,5,20,8.53,3,4,2019,4.0,0,0
1,3,1,2021,5,23,8.52,3,4,2019,4.0,0,0
1,3,2,2021,5,15,8.6,2,4,2019,4.0,0,0
1,3,1,2022,4,12,7.87,2,4,2019,4.0,0,0
1,1,2,2018,3,18,6.36,2,3,2018,7.0,0,5
1,1,1,2019,2,17,6.58,2,3,2018,7.0,0,5
1,1,2,2019,3,12,7.13,3,3,2018,7.0,0,5
1,1,1,2020,2,14,8.34,2,3,2018,7.0,0,5
1,1,2,2020,2,17,7.89,3,3,2018,7.0,0,5
1,1,1,2021,3,10,8.12,3,3,2018,7.0,0,5
1,1,2,2021,2,18,8.11,2,3,2018,7.0,0,5
1,3,2,2017,4,17,7.09,2,3,2017,3.0,2,5
1,3,1,2018,4,21,7.94,2,3,2017,3.0,2,5
1,3,2,2018,4,23,7.4,2,3,2017,3.0,2,5
1,3,1,2019,4,17,7.21,2,3,2017,3.0,2,5
1,3,2,2019,4,20,6.87,2,3,2017,3.0,2,5
1,3,1,2020,4,10,6.89,3,3,2017,3.0,2,5
1,3,2,2020,5,15,8.01,2,3,2017,3.0,2,5
1,3,2,2017,3,22,5.81,1,3,2017,4.0,0,0
1,3,1,2018,3,22,5.97,2,3,2017,4.0,0,0
1,3,2,2018,3,23,6.62,1,3,2017,4.0,0,0
1,3,1,2019,3,18,5.67,0,3,2017,4.0,0,0
1,3,2,2019,3,18,4.79,1,3,2017,4.0,0,0
1,3,1,2020,3,20,6.48,1,3,2017,4.0,0,0
1,3,2,2020,3,12,6.32,2,3,2017,4.0,0,0
0,2,2,2019,5,17,8.6,3,2,2019,5.0,2,1
0,2,1,2020,5,25,8.84,3,2,2019,5.0,2,1
0,2,2,2020,5,18,8.28,3,2,2019,5.0,2,1
0,2,1,2021,5,27,8.03,3,2,2019,5.0,2,1
0,2,2,2021,5,21,8.24,3,2,2019,5.0,2,1
0,2,1,2022,5,12,8.32,2,2,2019,5.0,2,1
1,0,2,2018,3,9,1.27,0,3,2018,5.0,3,1
0,4,1,2014,4,17,7.82,2,6,2014,8.0,2,3
0,4,2,2014,4,22,7.82,2,6,2014,8.0,2,3
0,4,1,2015,5,23,7.14,3,6,2014,8.0,2,3
0,4,2,2015,4,15,8.69,3,6,2014,8.0,2,3
0,4,1,2016,3,14,8.48,2,6,2014,8.0,2,3
0,4,2,2016,4,20,7.41,3,6,2014,8.0,2,3
0,4,1,2017,4,14,8.06,3,6,2014,8.0,2,3
0,4,2,2017,3,9,8.07,0,6,2014,8.0,2,3
1,2,2,2017,3,20,4.71,0,7,2017,4.0,0,0
1,2,1,2018,4,23,4.54,1,7,2017,4.0,0,0
1,2,2,2018,4,18,6.06,1,7,2017,4.0,0,0
1,2,1,2019,3,16,6.14,1,7,2017,4.0,0,0
1,2,2,2019,3,16,5.86,1,7,2017,4.0,0,0
1,2,1,2020,3,19,5.75,2,7,2017,4.0,0,0
1,2,2,2020,2,10,7.32,2,7,2017,4.0,0,0
1,2,1,2021,4,8,6.58,3,7,2017,4.0,0,0
1,2,2,2021,3,16,8.1,2,7,2017,4.0,0,0
1,3,2,2017,3,20,6.75,3,7,2017,7.0,2,5
1,3,1,2018,4,22,9.3,3,7,2017,7.0,2,5
1,3,2,2018,5,23,8.15,2,7,2017,7.0,2,5
1,3,1,2019,3,15,6.9,2,7,2017,7.0,2,5
1,3,2,2019,4,15,7.09,3,7,2017,7.0,2,5
1,3,1,2020,5,13,8.56,4,7,2017,7.0,2,5
1,3,2,2020,5,12,9.06,4,7,2017,7.0,2,5
1,3,2,2019,5,23,8.14,3,3,2019,2.0,2,2
1,3,1,2020,5,25,8.0,1,3,2019,2.0,2,2
1,3,2,2020,3,24,6.27,2,3,2019,2.0,2,2
1,3,1,2021,3,23,6.89,1,3,2019,2.0,2,2
1,3,2,2021,3,19,5.2,2,3,2019,2.0,2,2
1,3,1,2022,3,18,6.62,2,3,2019,2.0,2,2
1,2,2,2016,2,19,4.73,0,5,2016,5.0,2,1
1,2,1,2017,3,24,3.59,1,5,2016,5.0,2,1
1,2,2,2017,3,15,5.43,0,5,2016,5.0,2,1
1,2,1,2018,3,15,3.36,0,5,2016,5.0,2,1
1,2,2,2018,2,16,2.43,0,5,2016,5.0,2,1
1,2,1,2019,2,11,2.76,0,5,2016,5.0,2,1
1,2,2,2018,5,18,7.43,3,3,2018,6.0,2,4
1,2,1,2019,5,21,8.76,3,3,2018,6.0,2,4
1,2,2,2019,5,20,8.58,2,3,2018,6.0,2,4
1,2,1,2020,5,19,7.79,3,3,2018,6.0,2,4
1,2,2,2020,5,15,8.87,3,3,2018,6.0,2,4
1,2,1,2021,5,2,8.13,4,3,2018,6.0,2,4
1,2,2,2021,5,10,10.0,4,3,2018,6.0,2,4
1,2,2,2019,5,23,8.38,2,3,2019,4.0,0,0
1,2,1,2020,4,20,7.13,2,3,2019,4.0,0,0
1,2,2,2020,5,17,7.44,3,3,2019,4.0,0,0
1,2,1,2021,5,22,8.08,3,3,2019,4.0,0,0
1,2,2,2021,5,14,8.32,2,3,2019,4.0,0,0
1,2,1,2022,3,8,7.71,2,3,2019,4.0,0,0
1,2,2,2019,5,19,7.61,3,7,2019,10.0,2,5
1,2,1,2020,5,22,8.06,3,7,2019,10.0,2,5
1,2,2,2020,5,19,8.47,3,7,2019,10.0,2,5
1,2,1,2021,5,24,8.24,3,7,2019,10.0,2,5
1,2,2,2021,5,17,8.41,3,7,2019,10.0,2,5
1,2,1,2022,5,10,8.29,2,7,2019,10.0,2,5
1,2,2,2016,3,17,7.07,1,3,2016,3.0,2,5
1,2,1,2017,4,22,5.65,2,3,2016,3.0,2,5
1,2,2,2017,5,21,7.79,2,3,2016,3.0,2,5
1,2,1,2018,3,18,8.2,2,3,2016,3.0,2,5
1,2,2,2018,4,22,7.97,3,3,2016,3.0,2,5
1,2,1,2019,5,19,8.13,3,3,2016,3.0,2,5
1,2,2,2019,5,12,8.16,1,3,2016,3.0,2,5
1,2,1,2020,3,3,5.6,3,3,2016,3.0,2,5
1,2,2,2017,3,20,6.98,2,7,2017,7.0,0,5
1,2,1,2018,3,24,7.66,2,7,2017,7.0,0,5
1,2,2,2018,5,22,6.85,2,7,2017,7.0,0,5
1,2,1,2019,5,15,7.43,2,7,2017,7.0,0,5
1,2,2,2019,4,17,7.2,2,7,2017,7.0,0,5
1,2,1,2020,5,11,7.57,3,7,2017,7.0,0,5
1,2,2,2020,5,13,8.35,3,7,2017,7.0,0,5
1,2,2,2019,3,19,5.39,0,4,2019,5.0,2,1
1,2,1,2020,2,15,0.82,0,4,2019,5.0,2,1
1,4,2,2013,3,22,6.82,2,7,2013,4.0,0,0
1,4,2,2013,3,22,6.8,2,7,2013,4.0,0,0
1,4,1,2014,1,23,6.8,1,7,2013,4.0,0,0
1,4,1,2014,1,23,6.24,1,7,2013,4.0,0,0
1,4,2,2014,3,17,6.24,2,7,2013,4.0,0,0
1,4,1,2015,3,21,7.01,2,7,2013,4.0,0,0
1,4,2,2015,3,15,6.58,2,7,2013,4.0,0,0
1,4,1,2016,3,18,7.03,2,7,2013,4.0,0,0
1,4,2,2016,3,18,7.01,2,7,2013,4.0,0,0
1,4,1,2017,3,14,6.5,3,7,2013,4.0,0,0
1,3,2,2013,4,21,6.73,1,6,2013,6.0,2,4
1,3,2,2013,4,21,6.38,1,6,2013,6.0,2,4
1,3,1,2014,5,18,5.07,2,6,2013,6.0,2,4
1,3,1,2014,5,18,7.71,2,6,2013,6.0,2,4
1,3,2,2014,3,17,7.71,2,6,2013,6.0,2,4
1,3,2,2014,3,17,6.87,2,6,2013,6.0,2,4
1,3,1,2015,3,19,6.87,2,6,2013,6.0,2,4
1,3,2,2015,4,17,7.51,2,6,2013,6.0,2,4
1,3,1,2016,4,16,9.1,2,6,2013,6.0,2,4
1,3,2,2016,4,17,7.95,3,6,2013,6.0,2,4
1,4,2,2013,5,18,6.3,3,1,2013,2.0,1,2
1,4,2,2013,5,18,8.39,3,1,2013,2.0,1,2
1,4,1,2014,5,26,6.0,2,1,2013,2.0,1,2
1,4,1,2014,5,26,7.44,2,1,2013,2.0,1,2
1,4,2,2014,5,19,7.44,2,1,2013,2.0,1,2
1,4,1,2015,5,24,7.8,2,1,2013,2.0,1,2
1,4,2,2015,4,20,7.83,3,1,2013,2.0,1,2
1,4,1,2016,3,15,8.78,3,1,2013,2.0,1,2
1,4,2,2016,3,10,8.3,4,1,2013,2.0,1,2
0,4,2,2018,4,22,7.51,2,3,2018,7.0,0,5
0,4,1,2019,5,18,7.62,3,3,2018,7.0,0,5
0,4,2,2019,5,18,8.71,3,3,2018,7.0,0,5
0,4,1,2020,5,15,8.69,3,3,2018,7.0,0,5
0,4,2,2020,5,17,8.31,3,3,2018,7.0,0,5
0,3,2,2013,5,13,7.11,2,6,2013,5.0,3,1
0,3,2,2013,5,13,7.77,2,6,2013,5.0,3,1
0,3,1,2014,5,16,9.0,2,6,2013,5.0,3,1
0,3,1,2014,5,16,7.81,2,6,2013,5.0,3,1
0,3,2,2014,5,14,7.81,3,6,2013,5.0,3,1
0,3,2,2014,5,14,8.34,3,6,2013,5.0,3,1
0,3,1,2015,3,16,6.0,0,6,2013,5.0,3,1
0,3,2,2015,0,11,1.14,0,6,2013,5.0,3,1
1,3,2,2017,3,21,7.45,2,3,2017,3.0,2,5
1,3,1,2018,4,17,6.56,2,3,2017,3.0,2,5
1,3,2,2018,3,21,7.64,2,3,2017,3.0,2,5
1,3,1,2019,3,16,8.1,2,3,2017,3.0,2,5
1,3,2,2019,3,18,7.79,2,3,2017,3.0,2,5
1,3,1,2020,3,12,7.89,3,3,2017,3.0,2,5
1,3,2,2020,3,13,8.01,3,3,2017,3.0,2,5
1,3,2,2017,3,19,5.78,1,2,2017,4.0,0,0
1,3,1,2018,4,20,5.62,1,2,2017,4.0,0,0
1,3,2,2018,4,20,6.27,2,2,2017,4.0,0,0
1,3,1,2019,4,18,7.19,1,2,2017,4.0,0,0
1,3,2,2019,3,24,6.28,1,2,2017,4.0,0,0
1,3,1,2020,3,15,6.22,1,2,2017,4.0,0,0
1,3,2,2020,3,12,5.97,2,2,2017,4.0,0,0
1,3,1,2021,3,5,7.83,0,2,2017,4.0,0,0
1,3,2,2021,3,7,3.2,0,2,2017,4.0,0,0
1,3,1,2022,3,9,3.71,3,2,2017,4.0,0,0
1,2,2,2017,5,13,6.93,1,6,2017,5.0,3,1
0,1,2,2019,5,18,8.21,3,4,2019,9.0,0,1
0,1,1,2020,5,18,8.1,2,4,2019,9.0,0,1
0,1,2,2020,5,16,7.68,2,4,2019,9.0,0,1
0,1,1,2021,5,14,7.53,3,4,2019,9.0,0,1
0,1,2,2021,5,19,8.59,3,4,2019,9.0,0,1
0,1,1,2022,5,15,8.18,3,4,2019,9.0,0,1
0,4,1,2014,4,17,9.38,4,7,2014,5.0,2,1
0,4,2,2014,5,24,9.38,3,7,2014,5.0,2,1
0,4,2,2014,5,24,8.79,3,7,2014,5.0,2,1
0,4,1,2015,5,24,8.79,4,7,2014,5.0,2,1
0,4,2,2015,5,15,9.01,4,7,2014,5.0,2,1
0,4,1,2016,4,20,9.13,4,7,2014,5.0,2,1
0,4,2,2016,5,18,9.3,4,7,2014,5.0,2,1
0,4,1,2017,5,17,9.02,4,7,2014,5.0,2,1
0,4,2,2017,4,4,9.06,3,7,2014,5.0,2,1
0,4,1,2018,3,10,8.3,4,7,2014,5.0,2,1
0,4,2,2017,5,21,6.94,2,4,2017,5.0,2,1
0,4,1,2018,3,23,7.45,2,4,2017,5.0,2,1
0,4,2,2018,4,20,7.3,1,4,2017,5.0,2,1
0,4,1,2019,4,16,9.9,1,4,2017,5.0,2,1
0,4,2,2019,4,19,5.94,1,4,2017,5.0,2,1
0,4,1,2020,4,20,5.2,0,4,2017,5.0,2,1
0,4,2,2020,5,17,4.47,3,4,2017,5.0,2,1
0,4,1,2021,5,7,8.29,3,4,2017,5.0,2,1
0,4,2,2021,4,4,8.69,3,4,2017,5.0,2,1
0,4,1,2022,3,2,8.8,3,4,2017,5.0,2,1
1,4,2,2017,5,23,8.01,3,4,2017,7.0,4,5
1,4,1,2018,5,15,8.63,2,4,2017,7.0,4,5
1,4,2,2018,5,23,7.29,2,4,2017,7.0,4,5
1,4,1,2019,5,15,7.97,3,4,2017,7.0,4,5
1,4,2,2019,5,14,8.0,3,4,2017,7.0,4,5
1,4,1,2020,5,11,8.8,3,4,2017,7.0,4,5
1,4,2,2020,5,10,8.42,3,4,2017,7.0,4,5
0,3,2,2019,4,22,7.53,2,7,2019,9.0,2,1
0,3,1,2020,4,18,7.98,2,7,2019,9.0,2,1
0,3,2,2020,4,22,7.72,2,7,2019,9.0,2,1
0,3,1,2021,5,19,7.98,2,7,2019,9.0,2,1
0,3,2,2021,4,15,7.92,2,7,2019,9.0,2,1
0,3,1,2022,4,13,7.98,3,7,2019,9.0,2,1
1,2,2,2015,3,21,7.01,0,6,2015,6.0,2,4
1,2,1,2016,3,24,4.65,2,6,2015,6.0,2,4
1,2,2,2016,3,25,7.25,1,6,2015,6.0,2,4
1,2,1,2017,4,24,6.9,2,6,2015,6.0,2,4
1,2,2,2017,3,16,7.07,2,6,2015,6.0,2,4
1,2,1,2018,3,17,7.05,2,6,2015,6.0,2,4
1,2,2,2018,3,14,7.77,2,6,2015,6.0,2,4
1,1,2,2018,2,21,6.01,0,3,2018,10.0,0,5
1,1,1,2019,2,19,4.23,0,3,2018,10.0,0,5
1,1,2,2019,2,11,4.25,1,3,2018,10.0,0,5
1,1,1,2020,3,16,0.0,0,3,2018,10.0,0,5
1,1,2,2020,2,7,4.87,0,3,2018,10.0,0,5
1,4,2,2013,3,19,6.09,0,6,2013,5.0,2,1
1,4,2,2013,3,19,4.08,0,6,2013,5.0,2,1
1,4,1,2014,2,25,0.0,1,6,2013,5.0,2,1
1,4,1,2014,2,25,5.96,1,6,2013,5.0,2,1
1,4,2,2014,2,20,5.96,0,6,2013,5.0,2,1
1,4,2,2014,2,20,0.0,0,6,2013,5.0,2,1
1,3,2,2019,5,21,9.23,4,7,2019,2.0,1,2
1,3,1,2020,5,26,9.04,4,7,2019,2.0,1,2
1,3,2,2020,5,22,9.08,4,7,2019,2.0,1,2
1,3,1,2021,5,18,9.19,3,7,2019,2.0,1,2
1,3,2,2021,5,8,8.36,2,7,2019,2.0,1,2
1,3,1,2022,5,12,6.69,4,7,2019,2.0,1,2
1,3,2,2019,5,17,8.11,2,4,2019,6.0,2,4
1,3,1,2020,4,18,7.54,2,4,2019,6.0,2,4
1,3,2,2020,5,20,7.44,3,4,2019,6.0,2,4
1,3,1,2021,5,22,8.17,2,4,2019,6.0,2,4
1,3,2,2021,4,19,7.76,2,4,2019,6.0,2,4
